No,Day,Month,Year,Qobs_0000000001,Qsim_0000000001,Qobs_0000000002,Qsim_0000000002,Qobs_0000000003,Qsim_0000000003,Qobs_0000000004,Qsim_0000000004
1511,19,2,2020,1.632,1.3902338,0.973,1.1221245,0.841,0.4350184,11.946,9.3342104
1512,20,2,2020,,1.2434876,0.843,0.9773651,0.786,0.3666003,11.132,8.1223089
1513,21,2,2020,,1.0622168,0.753,0.8380426,0.684,0.2748849,9.211,6.4402865
1514,22,2,2020,,0.9320022,0.676,0.7324791,0.585,0.2188916,8.16,5.3482184
1515,23,2,2020,,0.8323147,0.622,0.6504277,0.526,0.1823756,7.248,4.5736545
1516,24,2,2020,,0.7544748,0.563,0.5857862,0.507,0.1574826,6.677,4.0260851
1517,25,2,2020,1.696,1.0012609,0.664,0.7756291,0.533,0.1796829,6.741,4.5558134
1518,26,2,2020,1.889,1.4296191,0.943,1.0240121,0.582,0.2191481,7.822,6.0973663
1519,27,2,2020,2.071,1.757459,0.959,1.2015436,0.64,0.2880862,8.017,7.8744394
1520,28,2,2020,2.413,1.6615482,1.293,1.1478643,0.834,0.3242441,12.717,8.7059115
1521,29,2,2020,2.002,1.9219115,1.084,1.3411867,1.539,0.5967161,13.732,13.5472959
1522,1,3,2020,4.733,2.2949494,2.65,1.6669267,2.601,0.8857948,53.772,18.7590976
1523,2,3,2020,3.341,2.821684,2.044,2.0600291,1.871,1.2562168,32.753,24.7643537
1524,3,3,2020,3.293,2.4981867,2.112,1.8621533,1.833,1.0920672,39.162,23.8411651
1525,4,3,2020,2.357,1.911776,1.479,1.4895806,1.257,0.689806,19.515,15.1608569
1526,5,3,2020,6.333,4.3495565,2.034,2.9113752,2.107,1.4947462,40.96,30.3861486
1527,6,3,2020,6.225,5.2411971,3.2,3.3772252,2.412,1.5650648,54.102,39.3326138
1528,7,3,2020,2.889,3.2404761,1.754,2.160543,1.379,0.804789,21.014,21.1322254
1529,8,3,2020,2.267,2.245315,1.397,1.6261436,1.04,0.5195627,15.504,13.4616526
1530,9,3,2020,2.052,1.8453271,1.322,1.4170512,1.024,0.490043,14.92,11.5302229
1531,10,3,2020,1.944,1.7377475,1.222,1.3636696,0.964,0.5489216,13.963,12.4156185
1532,11,3,2020,1.825,1.6174168,1.082,1.2173525,0.874,0.4429178,13.299,11.0097445
1533,12,3,2020,1.666,1.3599265,0.977,1.0302383,0.754,0.3822022,12.181,9.376323
1534,13,3,2020,1.521,1.1721808,0.889,0.8891646,0.691,0.3348657,12.639,8.3828971
1535,14,3,2020,1.437,1.0291576,0.824,0.7799508,0.577,0.2635371,10.253,6.5403457
1536,15,3,2020,1.36,0.9181055,0.786,0.6943128,0.49,0.2182982,9.106,5.4586359
1537,16,3,2020,1.283,0.8306955,0.73,0.6264799,0.427,0.1879524,8.263,4.7423613
1538,17,3,2020,1.19,0.7611566,0.67,0.5722932,0.364,0.1666587,7.338,4.2350005
1539,18,3,2020,1.162,0.7053429,0.646,0.528687,0.327,0.1511263,6.916,3.8592317
1540,19,3,2020,1.142,0.6602013,0.616,0.4933629,0.288,0.1394011,6.588,3.57162
1541,20,3,2020,1.104,0.6248966,0.61,0.4738922,0.276,0.1454613,6.724,3.8929827
1542,21,3,2020,1.099,0.5956276,0.587,0.458822,0.246,0.1486382,6.683,4.2325811
1543,22,3,2020,1.062,0.5703806,0.565,0.4360375,0.212,0.1362072,6.087,3.7786191
1544,23,3,2020,1.034,0.5494659,0.552,0.4172408,0.185,0.1267342,5.745,3.4675569
1545,24,3,2020,1.02,0.5320607,0.534,0.4017089,0.168,0.1192582,5.451,3.2320198
1546,25,3,2020,1.0,0.5175007,0.534,0.3888077,0.156,0.1131907,5.238,3.0474642
1547,26,3,2020,0.973,0.5052583,0.527,0.3780376,0.144,0.1081411,5.084,2.8991159
1548,27,3,2020,0.928,0.4949123,0.504,0.3690019,0.133,0.1038436,4.864,2.7773277
1549,28,3,2020,0.915,0.4861244,0.49,0.3613843,0.123,0.1001127,4.646,2.6754909
1550,29,3,2020,0.893,0.4786241,0.469,0.3549308,0.115,0.0968168,4.482,2.5889318
1551,30,3,2020,0.919,0.4721859,0.482,0.3494364,0.106,0.0938603,4.475,2.5142504
1552,31,3,2020,0.889,0.4666288,0.475,0.3447352,0.098,0.0911733,4.297,2.4489358
1553,1,4,2020,0.856,0.4618071,0.465,0.340692,0.092,0.0887035,4.166,2.3911063
1554,2,4,2020,0.842,0.4575998,0.456,0.3371965,0.089,0.0864115,4.098,2.3393245
1555,3,4,2020,0.806,0.4539072,0.439,0.3341581,0.081,0.0842674,3.933,2.2924827
1556,4,4,2020,0.778,0.4506468,0.432,0.3315023,0.072,0.0822479,3.804,2.249719
1557,5,4,2020,0.78,0.4477504,0.42,0.3291675,0.067,0.0803349,3.704,2.2103554
1558,6,4,2020,0.763,0.4451611,0.419,0.3271027,0.069,0.0785142,3.604,2.1738543
1559,7,4,2020,0.731,0.4428318,0.398,0.3252658,0.064,0.0767746,3.451,2.1397861
1560,8,4,2020,0.737,0.4407228,0.425,0.3236213,0.063,0.0751069,3.346,2.1078051
1561,9,4,2020,0.726,0.4388012,0.443,0.3221399,0.061,0.0735037,3.307,2.0776308
1562,10,4,2020,0.703,0.4370392,0.429,0.3207969,0.058,0.0719592,3.23,2.0490345
1563,11,4,2020,0.686,0.4354134,0.414,0.3195716,0.055,0.0704684,3.157,2.0218283
1564,12,4,2020,0.678,0.4339042,0.407,0.3184467,0.053,0.069027,3.035,1.9958569
1565,13,4,2020,0.67,0.4324949,0.403,0.3174076,0.052,0.0676318,2.963,1.9709912
1566,14,4,2020,0.632,0.4311716,0.362,0.3164417,0.048,0.0662797,2.91,1.9471231
1567,15,4,2020,0.636,0.4299223,0.35,0.3155388,0.045,0.0649682,2.889,1.9241616
1568,16,4,2020,0.624,0.428737,0.355,0.3146899,0.044,0.0636951,2.828,1.9020297
1569,17,4,2020,0.6,0.427607,0.351,0.3138875,0.044,0.0624586,2.715,1.8806617
1570,18,4,2020,0.575,0.4265375,0.347,0.3131253,0.044,0.061257,2.624,1.8600013
1571,19,4,2020,0.566,0.4255039,0.328,0.3123977,0.042,0.060089,2.626,1.8400206
1572,20,4,2020,0.554,0.4244978,0.35,0.3117002,0.042,0.0589528,2.607,1.820658
1573,21,4,2020,0.517,0.4235239,0.299,0.3110287,0.041,0.0578474,2.55,1.8018602
1574,22,4,2020,0.481,0.4225781,0.298,0.31038,0.039,0.0567716,2.507,1.7836026
1575,23,4,2020,0.435,0.4216573,0.291,0.309751,0.037,0.0557245,2.338,1.7658632
1576,24,4,2020,0.44,0.4207584,0.278,0.3091393,0.036,0.0547051,2.247,1.7486164
1577,25,4,2020,0.44,0.4198789,0.279,0.3085427,0.036,0.0537125,2.218,1.7318392
1578,26,4,2020,0.605,0.5491382,0.542,0.4651718,0.042,0.0529268,3.491,2.2172641
1579,27,4,2020,0.562,0.4751002,0.555,0.3565347,0.05,0.05245,2.924,1.814437
1580,28,4,2020,,0.6253189,0.664,0.5164874,0.149,0.1038234,3.738,2.681863
1581,29,4,2020,,0.4798289,0.559,0.3832861,0.122,0.0688554,5.186,2.2578472
1582,30,4,2020,1.499,0.8475069,0.695,0.6493598,0.183,0.1363723,5.512,3.8501255
1583,1,5,2020,0.85,0.6257655,0.761,0.5203587,0.129,0.1195581,7.21,3.4412881
1584,2,5,2020,0.954,0.7143633,0.72,0.5866895,0.151,0.1505099,6.202,3.8534058
1585,3,5,2020,0.872,0.5278153,0.664,0.4566175,0.153,0.1280401,6.555,3.4912255
1586,4,5,2020,0.558,0.485337,0.44,0.423436,0.085,0.1079357,4.531,2.9246949
1587,5,5,2020,1.137,0.8036478,0.847,0.6937778,0.106,0.1108762,5.075,3.2569423
1588,6,5,2020,0.841,0.6124255,0.75,0.5417915,0.071,0.1061069,3.996,3.0849288
1589,7,5,2020,0.566,0.5335087,0.479,0.4857678,0.056,0.0928715,3.338,2.6960424
1590,8,5,2020,0.507,0.5079471,0.459,0.4529901,0.049,0.0833568,2.956,2.470207
1591,9,5,2020,0.465,0.4890686,0.417,0.4268833,0.045,0.0762153,2.691,2.3025022
1592,10,5,2020,0.453,0.4748427,0.392,0.4061261,0.053,0.0723101,2.815,2.1902973
1593,11,5,2020,1.174,0.6558288,0.422,0.4032152,0.097,0.1213528,3.812,3.1074748
1594,12,5,2020,0.646,0.5513198,0.369,0.3998276,0.098,0.1065459,4.675,3.0252435
1595,13,5,2020,0.975,1.12437,0.579,0.7725908,0.107,0.1749637,4.743,4.6398445
1596,14,5,2020,1.486,0.7471753,0.772,0.5301986,0.175,0.1567051,7.035,4.2151735
1597,15,5,2020,0.727,0.6233362,0.438,0.4739573,0.095,0.1274513,5.068,3.4565176
1598,16,5,2020,0.586,0.5788203,0.374,0.4429987,0.069,0.10813,4.107,3.0343629
1599,17,5,2020,0.515,0.5460176,0.346,0.418509,0.057,0.0945831,3.5,2.7324488
1600,18,5,2020,0.486,0.5208226,0.312,0.3988252,0.048,0.0847572,3.089,2.5089287
1601,19,5,2020,0.47,0.5009634,0.299,0.3828228,0.038,0.0774182,2.805,2.3386779
1602,20,5,2020,0.427,0.4850223,0.291,0.3696965,0.033,0.0717912,2.609,2.2059529
1603,21,5,2020,0.384,0.472047,0.271,0.358848,0.03,0.0673728,2.462,2.1004142
1604,22,5,2020,0.363,0.4613659,0.255,0.3498223,0.027,0.0638257,2.343,2.0150154
1605,23,5,2020,0.504,0.4642947,0.326,0.3863937,0.059,0.068601,2.73,2.0866277
1606,24,5,2020,0.505,0.4704883,0.321,0.3631491,0.047,0.0680439,3.203,2.1642881
1607,25,5,2020,0.386,0.4518567,0.248,0.3472398,0.03,0.0639267,2.564,2.0193045
1608,26,5,2020,0.349,0.4442557,0.236,0.3399356,0.028,0.0607886,2.324,1.9421035
1609,27,5,2020,0.344,0.437873,0.228,0.3337888,0.026,0.0581956,2.242,1.8791647
1610,28,5,2020,0.325,0.4324661,0.214,0.3285858,0.026,0.0560123,2.169,1.8268681
1611,29,5,2020,0.312,0.4278486,0.21,0.3241566,0.025,0.0541414,2.109,1.7826922
1612,30,5,2020,0.308,0.4238747,0.187,0.3203648,0.024,0.052512,2.042,1.7448215
1613,31,5,2020,0.295,0.4204291,0.182,0.3171003,0.023,0.0510715,1.984,1.7119166
1614,1,6,2020,0.284,0.4174194,0.182,0.3142737,0.023,0.0497805,1.9,1.6829708
1615,2,6,2020,0.278,0.4147713,0.175,0.3118119,0.021,0.0486094,1.807,1.6572158
1616,3,6,2020,0.345,0.4128572,0.198,0.3102151,0.023,0.0476784,1.865,1.6386773
1617,4,6,2020,0.895,0.6040799,0.448,0.4341684,0.093,0.0830154,3.343,2.5590383
1618,5,6,2020,0.558,0.467518,0.289,0.3359964,0.092,0.0628758,3.719,2.0966451
1619,6,6,2020,0.373,0.4246952,0.203,0.3129392,0.041,0.0530986,2.742,1.8021545
1620,7,6,2020,1.249,0.9338947,0.75,0.6374383,0.205,0.1225726,6.166,3.5502279
1621,8,6,2020,0.506,0.5390644,0.306,0.4061514,0.074,0.0861517,3.943,2.6176485
1622,9,6,2020,0.701,0.5730897,0.371,0.4470123,0.093,0.0785144,3.425,2.3450804
1623,10,6,2020,0.451,0.4556709,0.301,0.3725641,0.136,0.1165059,3.22,2.8076092
1624,11,6,2020,0.495,0.5971691,0.314,0.4240997,0.214,0.0995849,6.814,2.9521592
1625,12,6,2020,0.496,0.4748844,0.35,0.3552172,0.181,0.0848966,4.501,2.3687703
1626,13,6,2020,0.731,0.5791065,0.581,0.4589571,0.284,0.1485343,5.42,3.4578579
1627,14,6,2020,0.72,0.517401,0.525,0.415214,0.216,0.1410572,6.497,3.7843309
1628,15,6,2020,0.394,0.4658846,0.317,0.3759056,0.148,0.1149267,4.099,3.0013528
1629,16,6,2020,0.518,0.4559718,0.271,0.3619431,0.112,0.0991367,3.297,2.5913288
1630,17,6,2020,1.841,1.1799806,1.346,0.9048159,0.969,0.2933595,15.728,6.2448604
1631,18,6,2020,1.173,0.9329628,0.852,0.8099125,0.552,0.3772165,10.092,8.3300665
1632,19,6,2020,0.7,0.7343748,0.683,0.6892941,0.716,0.3420184,10.019,6.96648
1633,20,6,2020,0.522,0.616063,0.446,0.5975467,0.364,0.2628568,6.596,5.6747837
1634,21,6,2020,0.44,0.5667765,0.372,0.5385968,0.224,0.1966187,4.688,4.5012665
1635,22,6,2020,0.397,0.5314883,0.326,0.4927048,0.163,0.1552716,3.671,3.766335
1636,23,6,2020,0.366,0.5050436,0.3,0.4565239,0.123,0.1279967,3.118,3.261795
1637,24,6,2020,0.35,0.4846012,0.281,0.4276988,0.101,0.109234,2.761,2.8999153
1638,25,6,2020,0.34,0.4684855,0.271,0.4045271,0.087,0.0985223,2.488,2.6891284
1639,26,6,2020,0.332,0.4555245,0.255,0.3857519,0.082,0.0898051,2.565,2.5411369
1640,27,6,2020,0.286,0.4449984,0.256,0.3714589,0.101,0.0865538,2.424,2.3791212
1641,28,6,2020,0.457,0.9834506,0.401,0.6957196,0.08,0.1094837,2.916,3.0757405
1642,29,6,2020,2.091,0.7929867,1.116,0.601176,0.485,0.1759288,8.342,3.9014887
1643,30,6,2020,0.485,0.5851764,0.339,0.4692875,0.179,0.1572973,4.596,3.6320296
1644,1,7,2020,0.344,0.5205875,0.29,0.4343691,0.129,0.129765,3.096,3.1803255
1645,2,7,2020,0.332,0.4952503,0.249,0.4156132,0.105,0.1108877,2.888,2.9160917
1646,3,7,2020,0.318,0.4763203,0.212,0.3948282,0.094,0.0972055,2.512,2.6064867
1647,4,7,2020,0.266,0.460744,0.196,0.3777374,0.085,0.0871579,2.327,2.39527
1648,5,7,2020,0.254,0.4483598,0.204,0.3637532,0.075,0.0795828,2.094,2.2362096
1649,6,7,2020,0.239,0.4383587,0.21,0.3522351,0.066,0.073733,1.981,2.1128899
1650,7,7,2020,0.254,0.4301672,0.169,0.3426879,0.06,0.0691137,1.934,2.0150278
1651,8,7,2020,0.205,0.4233769,0.174,0.334727,0.056,0.065389,1.841,1.9358421
1652,9,7,2020,0.171,0.4176884,0.177,0.3280507,0.052,0.0623258,1.749,1.8706693
1653,10,7,2020,0.328,1.0843891,0.264,0.7004499,0.052,0.0899089,2.147,2.4857764
1654,11,7,2020,2.678,0.7050963,1.431,0.4959632,0.189,0.091733,5.689,2.727338
1655,12,7,2020,0.376,0.5032843,0.301,0.3800355,0.061,0.0775706,2.664,2.3452204
1656,13,7,2020,0.292,0.460919,0.253,0.3584548,0.052,0.0713957,2.077,2.1065437
1657,14,7,2020,0.269,0.4465818,0.226,0.3474336,0.047,0.066723,1.859,1.9860276
1658,15,7,2020,0.253,0.4354735,0.213,0.3383292,0.047,0.0629807,1.759,1.8969272
1659,16,7,2020,0.264,0.426662,0.21,0.3307832,0.045,0.0599237,1.89,1.8280862
1660,17,7,2020,0.252,0.4195195,0.191,0.3244432,0.041,0.0573794,1.862,1.7726782
1661,18,7,2020,0.242,0.4136407,0.18,0.3190808,0.037,0.0552241,1.759,1.7268225
1662,19,7,2020,0.23,0.4087407,0.179,0.3145318,0.034,0.0533678,1.571,1.6882394
1663,20,7,2020,0.206,0.4046078,0.185,0.3106503,0.031,0.0517442,1.447,1.6551887
1664,21,7,2020,0.452,0.5317986,0.438,0.4252846,0.026,0.0697761,1.414,1.8616256
1665,22,7,2020,1.116,1.0599152,0.901,0.8312856,0.089,0.0707994,3.02,2.4962123
1666,23,7,2020,0.305,0.5361755,0.402,0.3908039,0.041,0.0579238,2.018,1.9567834
1667,24,7,2020,0.295,0.5228752,0.254,0.4168407,0.04,0.0555511,1.629,1.8414769
1668,25,7,2020,0.367,0.478781,0.287,0.3725858,0.027,0.0537027,1.417,1.7266035
1669,26,7,2020,0.225,0.4446504,0.199,0.3523287,0.024,0.0515945,1.223,1.6697048
1670,27,7,2020,0.205,0.4310918,0.18,0.3419124,0.021,0.0497977,1.112,1.6274706
1671,28,7,2020,0.195,0.4209591,0.187,0.3332807,0.024,0.0484263,1.001,1.5976884
1672,29,7,2020,0.189,0.413137,0.189,0.3260729,0.023,0.0471514,1.023,1.5728936
1673,30,7,2020,0.189,0.4069424,0.163,0.3200137,0.017,0.0458927,1.054,1.5467169
1674,31,7,2020,0.189,0.4019324,0.17,0.3148885,0.016,0.0447618,0.903,1.5239297
1675,1,8,2020,0.153,0.3982749,0.168,0.3107614,0.015,0.0438916,0.789,1.5245722
1676,2,8,2020,1.004,0.9625836,0.438,0.4243665,0.055,0.0622085,2.086,2.0131735
1677,3,8,2020,0.991,0.9057536,0.427,0.6834658,0.132,0.1361411,2.853,3.7794538
1678,4,8,2020,0.748,0.5334992,0.48,0.3823833,0.11,0.0792829,4.768,2.5266328
1679,5,8,2020,0.297,0.4598437,0.182,0.3452245,0.034,0.0666381,2.346,2.0334555
1680,6,8,2020,0.243,0.4413126,0.16,0.3354957,0.024,0.0609322,1.605,1.834609
1681,7,8,2020,0.223,0.4278149,0.157,0.3274231,0.018,0.0566252,1.273,1.7287198
1682,8,8,2020,0.209,0.4176077,0.153,0.3206798,0.016,0.0532233,1.066,1.6565125
1683,9,8,2020,0.201,0.4096609,0.15,0.3150106,0.014,0.050484,0.944,1.6031464
1684,10,8,2020,0.272,0.416914,0.473,0.3670759,0.014,0.0482372,0.887,1.561735
1685,11,8,2020,0.192,0.4018898,0.257,0.3139728,0.014,0.0463619,0.891,1.5282635
1686,12,8,2020,0.192,0.3956602,0.158,0.3066383,0.013,0.0447702,0.819,1.50035
1687,13,8,2020,0.259,0.4514459,0.169,0.34486,0.029,0.0582106,1.077,1.7243379
1688,14,8,2020,0.492,0.4334792,0.29,0.3288059,0.05,0.048046,2.652,1.6626216
1689,15,8,2020,0.221,0.3930282,0.155,0.3046421,0.016,0.0447107,1.321,1.4996103
1690,16,8,2020,0.218,0.3904308,0.183,0.3024896,0.015,0.0437869,1.036,1.4951624
1691,17,8,2020,0.415,0.4972136,0.678,0.6096319,0.049,0.0434289,3.023,2.0754606
1692,18,8,2020,0.348,0.4821022,0.356,0.3676859,0.017,0.0455447,1.91,1.6503812
1693,19,8,2020,0.412,0.4108841,0.213,0.3248251,0.026,0.0419252,1.495,1.4983749
1694,20,8,2020,0.212,0.3907943,0.185,0.3169565,0.014,0.0406306,1.171,1.4584032
1695,21,8,2020,0.19,0.3866692,0.177,0.3112231,0.013,0.0395821,0.926,1.4346405
1696,22,8,2020,0.175,0.3833179,0.165,0.3064361,0.014,0.0387496,0.837,1.416053
1697,23,8,2020,0.176,0.3805355,0.153,0.3023658,0.014,0.0379685,0.889,1.4004638
1698,24,8,2020,0.176,0.3781814,0.146,0.2988739,0.014,0.037174,0.886,1.3839862
1699,25,8,2020,0.18,0.3761565,0.141,0.2958772,0.014,0.0364435,0.83,1.3691805
1700,26,8,2020,0.171,0.3743887,0.145,0.2932892,0.014,0.0357657,0.772,1.3557799
1701,27,8,2020,0.166,0.3728239,0.145,0.2910398,0.014,0.0351317,0.75,1.3435063
1702,28,8,2020,0.382,0.7753122,0.333,0.5787884,0.147,0.1285584,1.782,3.4326336
1703,29,8,2020,0.763,0.5521128,0.431,0.3909926,0.1,0.0668394,4.952,2.3284087
1704,30,8,2020,1.997,1.3957126,1.351,1.1329107,0.316,0.1694936,7.568,4.4734016
1705,31,8,2020,0.767,0.6157396,0.572,0.5200313,0.096,0.1176509,5.002,2.9720551
1706,1,9,2020,0.341,0.4824158,0.318,0.4438816,0.051,0.0958866,2.623,2.2909027
1707,2,9,2020,0.274,0.4521889,0.264,0.4117865,0.04,0.0813891,1.963,2.0324527
1708,3,9,2020,0.249,0.4320894,0.237,0.3873293,0.031,0.0710131,1.65,1.8637786
1709,4,9,2020,0.231,0.4177006,0.22,0.3681202,0.026,0.0633857,1.44,1.7451974
1710,5,9,2020,0.221,0.4069085,0.224,0.3527379,0.025,0.0576449,1.273,1.6576664
1711,6,9,2020,0.213,0.3985432,0.211,0.3402505,0.024,0.0532312,1.219,1.59071
1712,7,9,2020,0.212,0.391895,0.193,0.3300062,,0.0497699,1.286,1.538034
1713,8,9,2020,0.205,0.3865051,0.187,0.3215295,,0.0470047,1.263,1.495615
1714,9,9,2020,0.202,0.382062,0.195,0.3144634,,0.0447559,1.21,1.4607601
1715,10,9,2020,0.215,0.378346,0.2,0.3085336,,0.0428957,1.148,1.4316023
1716,11,9,2020,0.204,0.375198,0.2,0.3035264,,0.0413316,1.099,1.4068108
1717,12,9,2020,0.198,0.3724994,0.222,0.2992733,,0.0399956,0.985,1.3854153
1718,13,9,2020,0.196,0.3701605,0.201,0.2956396,,0.0388373,0.858,1.366695
1719,14,9,2020,0.187,0.3681123,0.203,0.2925174,,0.0378188,0.765,1.3501063
1720,15,9,2020,0.196,0.3663006,0.213,0.2898191,,0.0369115,0.655,1.3352334
1721,16,9,2020,0.187,0.364683,0.206,0.2874736,,0.0360932,0.569,1.3217553
1722,17,9,2020,0.185,0.3632254,0.224,0.2854226,,0.0353471,0.526,1.3094212
1723,18,9,2020,0.19,0.3619006,0.244,0.2836184,,0.03466,0.463,1.2980335
1724,19,9,2020,0.195,0.3606873,0.266,0.2820253,,0.0340216,0.541,1.2874396
1725,20,9,2020,0.229,0.9903322,0.372,0.7707052,,0.0852468,3.219,3.6400763
1726,21,9,2020,1.315,0.481643,1.153,0.3767214,,0.0437781,3.971,2.0388759
1727,22,9,2020,0.304,0.683786,0.385,0.4808147,,0.0651006,1.587,2.4192607
1728,23,9,2020,0.638,0.5197949,0.557,0.3831164,,0.1518472,5.018,2.8089502
1729,24,9,2020,1.072,1.0373946,0.895,0.8373053,,0.2162449,5.521,5.0178291
1730,25,9,2020,1.016,0.9689974,1.286,0.8276186,,0.3226315,10.262,6.113706
1731,26,9,2020,0.901,0.72751,1.018,0.6878305,,0.3105627,9.352,5.8860583
1732,27,9,2020,0.513,0.6041342,0.571,0.5930918,,0.2385165,6.52,4.8816478
1733,28,9,2020,0.482,0.9755422,0.477,0.819276,,0.2675663,5.474,5.6304622
1734,29,9,2020,0.958,0.7509449,1.021,0.6972162,,0.279362,9.587,5.5625334
1735,30,9,2020,0.474,0.611298,0.619,0.6016182,,0.2206577,6.306,4.5950647
1736,1,10,2020,0.404,0.5548015,0.489,0.5385672,,0.1723006,4.485,3.8003033
1737,2,10,2020,0.386,0.5260365,0.45,0.4954428,,0.1510358,3.969,3.5027919
1738,3,10,2020,3.343,2.3507533,2.734,1.8811365,,0.6438573,27.894,10.536214
1739,4,10,2020,1.391,2.1846121,1.627,1.9731886,,0.840043,15.014,14.4209319
1740,5,10,2020,0.836,1.5410729,1.032,1.5112608,,0.559627,9.525,10.2976179
1741,6,10,2020,0.699,1.2343099,0.8,1.234356,,0.4617399,7.595,9.0965404
1742,7,10,2020,0.604,1.0731293,0.732,1.0595156,,0.3602083,8.815,8.1129753
1743,8,10,2020,0.485,0.9282374,0.575,0.901277,,0.2572562,7.182,6.1484323
1744,9,10,2020,0.424,0.8050545,0.529,0.7758156,,0.1953828,5.399,4.8728071
1745,10,10,2020,0.531,0.7547873,0.641,0.7436483,,0.2479789,5.409,5.2695233
1746,11,10,2020,0.445,0.735868,0.472,0.7371121,,0.2589178,5.475,5.7903244
1747,12,10,2020,0.414,0.6669954,0.408,0.6511168,,0.197152,4.599,4.5374111
1748,13,10,2020,0.376,0.6100326,0.35,0.5822934,,0.1618395,4.018,3.8277135
1749,14,10,2020,0.369,0.5665969,0.351,0.5281431,,0.1388978,3.801,3.3776999
1750,15,10,2020,0.344,0.5322396,0.308,0.4909159,,0.1189282,3.276,3.015132
1751,16,10,2020,0.33,0.5041295,0.357,0.4631614,,0.1043886,3.021,2.7374662
1752,17,10,2020,0.326,0.480292,0.352,0.4323204,,0.0937085,2.766,2.5036869
1753,18,10,2020,0.314,0.4607673,0.339,0.4072415,,0.0856453,2.546,2.3232992
1754,19,10,2020,0.313,0.4446768,0.299,0.3867518,,0.0794022,2.398,2.1813973
1755,20,10,2020,0.317,0.4313283,0.289,0.3699145,,0.0744542,2.365,2.0677956
1756,21,10,2020,0.311,0.4201863,0.329,0.3560036,,0.0704465,2.219,1.9754069
1757,22,10,2020,0.374,0.5527354,0.42,0.455056,,0.1401838,2.246,3.0047721
1758,23,10,2020,5.624,5.0283708,2.852,3.4123113,,1.459496,34.067,25.7564419
1759,24,10,2020,3.767,6.4229125,3.061,4.5525082,,1.8013038,28.573,42.4667864
1760,25,10,2020,1.598,3.6156663,1.522,2.794834,,0.8415316,11.687,22.0845209
1761,26,10,2020,4.81,6.0211705,3.499,4.8751164,,1.8288429,40.328,35.8216771
1762,27,10,2020,2.591,6.5482296,2.624,5.4087132,,1.8958886,23.444,43.964266
1763,28,10,2020,1.62,4.0941161,1.733,3.5042583,,1.0409813,14.325,25.5818136
1764,29,10,2020,1.266,2.9012096,1.427,2.4644772,,0.9475262,17.987,20.7941075
1765,30,10,2020,1.059,2.1666129,1.192,1.8082425,,0.7406211,14.311,16.4496591
1766,31,10,2020,0.934,1.7257135,0.99,1.4561652,,0.4750294,10.293,11.0804621
1767,1,11,2020,0.854,1.4411201,0.901,1.2136874,,0.3366839,8.389,8.3345881
1768,2,11,2020,0.785,1.2273957,0.959,1.0294384,,0.2564325,7.107,6.6345404
1769,3,11,2020,0.841,1.4689709,0.992,1.1607955,0.339,0.3262732,6.593,7.6239297
1770,4,11,2020,0.805,1.5263803,0.886,1.1853465,0.268,0.3530586,7.161,8.6743175
1771,5,11,2020,0.715,1.2643831,0.702,1.0077919,0.217,0.2702451,6.224,6.9089912
1772,6,11,2020,0.697,1.0793867,0.686,0.8669437,0.201,0.2153293,5.569,5.6372273
1773,7,11,2020,0.666,0.9430853,0.581,0.7592563,0.181,0.1795524,5.144,4.78221
1774,8,11,2020,0.635,0.8385815,0.59,0.6751956,0.166,0.1550964,4.745,4.1751924
1775,9,11,2020,0.615,0.7569003,0.581,0.6087891,0.158,0.137694,4.401,3.727799
1776,10,11,2020,0.596,0.6921832,0.532,0.5558318,0.151,0.1248704,4.156,3.3885324
1777,11,11,2020,0.588,0.6403646,0.515,0.5132632,0.14,0.1151218,3.904,3.1252562
1778,12,11,2020,0.586,0.5985136,0.527,0.478807,0.129,0.1074981,3.765,2.9169065
1779,13,11,2020,0.566,0.5644609,0.448,0.4507429,0.12,0.1013795,3.601,2.749155
1780,14,11,2020,0.544,0.5365703,0.412,0.4277536,0.11,0.0963507,3.482,2.6119672
1781,15,11,2020,0.557,0.9886612,0.369,0.7701046,0.112,0.217183,3.476,4.6868729
1782,16,11,2020,1.785,1.3993624,1.307,1.1044926,0.665,0.496181,11.824,9.3281905
1783,17,11,2020,0.942,1.2098001,0.701,0.9973221,0.323,0.4836277,7.744,9.2787876
1784,18,11,2020,0.801,1.0012144,0.501,0.8418151,0.228,0.3385362,5.963,6.8302482
1785,19,11,2020,0.778,0.8998202,0.466,0.75382,0.201,0.2821914,5.399,5.9826827
1786,20,11,2020,0.712,0.8413062,0.46,0.6988718,0.179,0.2471162,5.055,5.6547369
1787,21,11,2020,0.665,0.7556674,0.318,0.6272408,0.162,0.1985763,4.631,4.692264
1788,22,11,2020,0.637,0.6888018,0.269,0.5698598,0.154,0.166536,4.276,4.0513145
1789,23,11,2020,0.627,0.6363908,0.294,0.5243469,0.147,0.1444261,4.014,3.5937314
1790,24,11,2020,0.619,0.5946556,0.255,0.4878401,0.141,0.1285793,3.987,3.2564753
1791,25,11,2020,0.591,0.5610392,0.307,0.4583112,0.132,0.1168379,3.767,3.0006599
1792,26,11,2020,0.587,0.5337105,0.299,0.4342549,0.116,0.1078752,3.621,2.8016444
1793,27,11,2020,0.565,0.5113184,0.291,0.4145319,0.113,0.1008453,3.462,2.6434616
1794,28,11,2020,0.548,0.4928436,0.26,0.3982676,0.102,0.0951917,3.334,2.5153464
