No,Day,Month,Year,Qobs_0000000001,Qsim_0000000001,Qobs_0000000002,Qsim_0000000002,Qobs_0000000003,Qsim_0000000003,Qobs_0000000004,Qsim_0000000004
1230,14,5,2019,0.453,0.5029,0.399,0.3962283,0.237,0.1537702,5.858,3.8382543
1231,15,5,2019,0.422,0.4684638,0.375,0.3670448,0.189,0.1284782,5.017,3.2731532
1232,16,5,2019,0.421,0.4407808,0.361,0.3435236,0.164,0.1108373,4.246,2.8781838
1233,17,5,2019,0.444,0.4185,0.341,0.3245343,0.15,0.098112,3.922,2.5962014
1234,18,5,2019,0.466,0.4001871,0.341,0.3090493,0.139,0.0886642,3.583,2.3852121
1235,19,5,2019,0.543,0.3865898,0.328,0.296735,0.145,0.0841493,3.482,2.2840137
1236,20,5,2019,0.969,0.7487551,0.812,0.6905465,0.545,0.3427239,7.987,7.0289363
1237,21,5,2019,0.572,0.5731323,0.73,0.547887,0.587,0.4227473,12.371,9.6082968
1238,22,5,2019,0.435,0.4866173,0.467,0.4713208,0.335,0.2933259,6.596,6.0828262
1239,23,5,2019,0.412,0.454585,0.389,0.4264657,0.243,0.2189542,4.924,4.5959217
1240,24,5,2019,0.388,0.4290622,0.347,0.3909722,0.198,0.1726778,3.94,3.7480244
1241,25,5,2019,0.463,0.5961178,0.337,0.5294537,0.23,0.3020327,3.944,5.9080872
1242,26,5,2019,0.722,0.5445632,0.557,0.4930576,0.273,0.31948,7.604,7.2309181
1243,27,5,2019,0.335,0.4712146,0.332,0.4335075,0.177,0.2339229,4.735,5.1837089
1244,28,5,2019,0.915,0.753559,0.697,0.7315173,0.373,0.381195,6.721,7.4125029
1245,29,5,2019,0.554,0.5908543,0.661,0.5845815,0.39,0.4030705,8.933,8.6911948
1246,30,5,2019,0.351,0.5049704,0.45,0.5039963,0.268,0.2843216,6.128,5.8812095
1247,31,5,2019,0.312,0.4696259,0.361,0.4529708,0.21,0.2155523,4.78,4.5388213
1248,1,6,2019,0.298,0.4415611,0.307,0.4127231,0.181,0.1725057,3.991,3.74362
1249,2,6,2019,0.283,0.418889,0.271,0.3806423,0.16,0.1440326,3.433,3.2233826
1250,3,6,2019,0.267,0.4003671,0.242,0.3550382,0.144,0.1243488,3.189,3.0595668
1251,4,6,2019,0.268,0.385107,0.236,0.3342396,0.135,0.1102278,2.779,2.7814292
1252,5,6,2019,0.265,0.3724462,0.217,0.3171324,0.123,0.0997658,2.422,2.5237541
1253,6,6,2019,0.285,0.3621586,0.262,0.3047966,0.115,0.0919138,2.413,2.3479042
1254,7,6,2019,0.273,0.3536601,0.258,0.2955561,0.102,0.0859478,2.456,2.2114322
1255,8,6,2019,0.248,0.3460682,0.219,0.2852473,0.087,0.0808507,2.265,2.0953942
1256,9,6,2019,0.442,0.4342503,0.303,0.3596524,0.138,0.1112486,2.677,2.6479394
1257,10,6,2019,2.253,2.0730406,1.034,1.6419216,0.419,0.4451829,8.192,10.0000445
1258,11,6,2019,3.116,1.2784916,2.438,1.1686301,0.817,0.6217317,17.698,13.7984366
1259,12,6,2019,1.304,0.9135766,1.17,0.9724262,0.67,0.4753676,12.0,10.3919299
1260,13,6,2019,0.698,0.7547845,0.713,0.8021503,0.386,0.3293197,7.887,7.4663397
1261,14,6,2019,0.529,0.6644181,0.548,0.6858196,0.26,0.244181,5.513,5.7416418
1262,15,6,2019,1.54,1.4448286,0.876,0.9762853,0.635,0.452873,8.775,8.5550588
1263,16,6,2019,2.002,1.2320384,1.069,0.8453852,0.857,0.4876137,14.163,9.8886315
1264,17,6,2019,0.795,0.9446293,0.576,0.6938255,0.459,0.3334642,7.16,7.1672746
1265,18,6,2019,0.575,0.8082026,0.477,0.5986869,0.304,0.2473538,5.452,5.625334
1266,19,6,2019,0.453,0.7089649,0.413,0.5280285,0.224,0.1948355,4.583,4.6220487
1267,20,6,2019,0.488,0.6415544,0.41,0.4800719,0.185,0.1607824,4.273,3.9936184
1268,21,6,2019,0.401,0.5926774,0.38,0.4462651,0.15,0.1435172,3.869,3.6600185
1269,22,6,2019,0.372,0.54409,0.375,0.4108056,0.166,0.1375204,4.435,4.8780572
1270,23,6,2019,0.324,0.503603,0.344,0.380726,0.137,0.125304,6.404,5.7799016
1271,24,6,2019,0.301,0.4708825,0.302,0.3563914,0.122,0.1118974,3.71,4.3199499
1272,25,6,2019,0.282,0.444249,0.275,0.336566,0.102,0.1019368,3.051,3.5608426
1273,26,6,2019,0.254,0.4224175,0.243,0.3203089,0.087,0.0943061,2.625,3.0885274
1274,27,6,2019,0.219,0.404411,0.215,0.3068996,0.077,0.0882966,2.334,2.7613092
1275,28,6,2019,0.21,0.3894755,0.217,0.2957799,0.071,0.0834433,2.144,2.5232081
1276,29,6,2019,0.225,0.3770224,0.231,0.2865123,0.064,0.0794324,1.971,2.3436925
1277,30,6,2019,0.23,0.3665874,0.202,0.2787512,0.056,0.0760471,1.825,2.2043701
1278,1,7,2019,0.207,0.3623358,0.297,0.3531753,0.049,0.0733053,1.74,2.2139024
1279,2,7,2019,0.196,0.356873,0.413,0.3100354,0.045,0.070866,1.688,2.0478728
1280,3,7,2019,0.186,0.3469678,0.238,0.2874878,0.043,0.0685548,1.61,1.9586048
1281,4,7,2019,0.172,0.3411397,0.245,0.2792239,0.041,0.0664777,1.694,1.8930955
1282,5,7,2019,0.187,0.336145,0.206,0.2723241,0.037,0.0645879,1.588,1.8351814
1283,6,7,2019,0.529,0.4065909,0.339,0.295562,0.053,0.0633144,1.936,1.8259459
1284,7,7,2019,0.288,0.3710669,0.308,0.2855544,0.053,0.0625422,2.501,1.7913665
1285,8,7,2019,0.143,0.3300931,0.216,0.2697424,0.028,0.0610116,1.899,1.7531554
1286,9,7,2019,0.145,0.3265139,0.2,0.2646482,0.027,0.0594246,1.754,1.7096264
1287,10,7,2019,0.169,0.3234028,0.214,0.259484,0.026,0.0579467,1.683,1.6715711
1288,11,7,2019,0.169,0.3206839,0.22,0.2555428,0.025,0.0565603,1.625,1.6378983
1289,12,7,2019,0.197,0.3182948,0.228,0.2521846,0.024,0.0552517,1.66,1.6074856
1290,13,7,2019,0.17,0.3161833,0.2,0.2493074,0.022,0.0540098,1.538,1.5798582
1291,14,7,2019,0.17,0.3143064,0.173,0.2468285,0.022,0.0645229,1.505,1.5682125
1292,15,7,2019,0.211,0.3126814,0.26,0.2448487,0.092,0.0546294,1.943,1.557821
1293,16,7,2019,0.19,0.3112013,0.222,0.2430922,0.024,0.052455,1.768,1.5230562
1294,17,7,2019,0.165,0.3098236,0.197,0.2414104,0.017,0.0512063,1.356,1.5007347
1295,18,7,2019,0.151,0.3085684,0.191,0.2399276,0.015,0.0500343,1.203,1.4799266
1296,19,7,2019,0.144,0.3074186,0.212,0.2386133,0.015,0.0489275,1.217,1.4604111
1297,20,7,2019,0.14,0.3063588,0.196,0.237441,0.014,0.0478767,1.091,1.4420057
1298,21,7,2019,0.132,0.3053844,0.209,0.2364101,0.013,0.0468748,1.031,1.4246726
1299,22,7,2019,0.131,0.3044748,0.195,0.2354723,0.013,0.0459158,0.958,1.4081515
1300,23,7,2019,0.129,0.3036131,0.185,0.2346031,0.013,0.0449951,0.919,1.3922748
1301,24,7,2019,0.124,0.3028003,0.18,0.2338075,0.012,0.0441088,0.839,1.3770636
1302,25,7,2019,0.122,0.302038,0.17,0.233113,0.059,0.0525428,0.761,1.5877562
1303,26,7,2019,0.48,1.0839829,0.225,0.3609209,0.187,0.1291851,2.626,2.3224196
1304,27,7,2019,1.533,0.949854,0.554,0.4451117,0.123,0.1561663,3.0,2.8999684
1305,28,7,2019,2.282,1.5756118,1.315,0.9731196,0.702,0.3783545,10.5,5.615487
1306,29,7,2019,0.51,0.6838457,0.395,0.3206118,0.174,0.3701406,5.95,4.2938451
1307,30,7,2019,0.251,0.5184282,0.254,0.2798278,0.086,0.2486341,2.846,3.0624308
1308,31,7,2019,0.307,0.4731446,0.242,0.2713721,0.046,0.1822482,2.032,2.5405573
1309,1,8,2019,0.19,0.4389854,0.197,0.2642714,0.036,0.1420921,1.699,2.2152084
1310,2,8,2019,0.208,0.4129264,0.227,0.2586265,0.057,0.1250956,1.685,2.0616406
1311,3,8,2019,0.186,0.392493,0.192,0.2538533,0.03,0.1115332,1.842,1.971248
1312,4,8,2019,0.169,0.376182,0.179,0.2497156,0.025,0.0953318,1.35,1.8232558
1313,5,8,2019,0.162,0.3629966,0.16,0.2462147,0.023,0.0838648,1.24,1.7140916
1314,6,8,2019,0.985,0.9179173,0.615,0.4937076,0.035,0.0782858,2.172,2.1024906
1315,7,8,2019,1.06,0.9070831,0.5,0.4240569,0.042,0.0843661,2.516,2.287486
1316,8,8,2019,0.384,0.597005,0.268,0.2800105,0.026,0.0815459,1.85,1.9373448
1317,9,8,2019,0.266,0.5285411,0.21,0.2923437,0.021,0.0769744,1.506,1.7919312
1318,10,8,2019,1.652,0.8966081,0.816,0.4270539,0.068,0.1040669,2.83,2.2747571
1319,11,8,2019,0.514,0.7276174,0.325,0.3397662,0.026,0.1001844,2.358,2.3176007
1320,12,8,2019,0.503,0.6804323,0.429,0.3426875,0.033,0.0925264,2.321,2.2097143
1321,13,8,2019,0.332,0.59439,0.281,0.2861435,0.03,0.0867876,2.203,2.0708212
1322,14,8,2019,0.296,0.5208046,0.235,0.2725962,0.02,0.0765817,1.904,1.8642264
1323,15,8,2019,0.259,0.4762638,0.222,0.2644725,0.019,0.0697941,1.522,1.7311464
1324,16,8,2019,0.239,0.4426346,0.207,0.2579445,0.016,0.0645907,1.35,1.6364708
1325,17,8,2019,0.235,0.4165259,0.199,0.2526018,0.015,0.060501,1.22,1.5654763
1326,18,8,2019,0.225,0.407432,0.194,0.2566503,0.026,0.0914191,1.1,1.8859452
1327,19,8,2019,0.995,1.2162666,0.545,0.7166852,0.146,0.1978394,6.647,4.6337189
1328,20,8,2019,2.488,2.1405905,1.378,1.096349,0.593,0.6111607,15.693,11.2796863
1329,21,8,2019,2.107,1.6807977,1.044,0.6836282,0.362,0.6522675,14.919,11.7357001
1330,22,8,2019,0.782,1.1995313,0.432,0.5481073,0.15,0.3982316,6.06,6.3625655
1331,23,8,2019,0.562,0.9741359,0.354,0.4793461,0.107,0.2743661,4.14,4.4674025
1332,24,8,2019,0.468,0.8244358,0.314,0.4298604,0.081,0.2037814,3.252,3.493751
1333,25,8,2019,0.385,0.7168295,0.278,0.392201,0.06,0.1602501,2.579,2.9152675
1334,26,8,2019,0.347,0.6361482,0.248,0.3627025,0.05,0.1317981,2.179,2.5396272
1335,27,8,2019,0.315,0.5740451,0.23,0.3391824,0.044,0.1123353,1.931,2.2802439
1336,28,8,2019,0.29,0.525636,0.215,0.3202194,0.045,0.0985322,1.798,2.142975
1337,29,8,2019,0.266,0.4871948,0.223,0.304877,0.038,0.0883948,2.148,2.0109536
1338,30,8,2019,0.249,0.4560735,0.217,0.2922018,0.036,0.0807389,1.563,1.8841708
1339,31,8,2019,0.243,0.43081,0.217,0.2816608,0.034,0.0748433,1.446,1.7939927
1340,1,9,2019,0.256,0.4149646,0.238,0.2897733,0.111,0.0846729,1.777,1.9042286
1341,2,9,2019,0.262,0.4042408,0.307,0.285509,0.073,0.0934586,2.358,2.1496399
1342,3,9,2019,0.239,0.3885202,0.241,0.2728574,0.043,0.0839417,1.831,1.9946931
1343,4,9,2019,0.225,0.3752836,0.23,0.2650829,0.04,0.0768366,1.53,1.842789
1344,5,9,2019,0.217,0.364302,0.221,0.2589256,0.037,0.0713468,1.456,1.7398238
1345,6,9,2019,0.237,0.3553267,0.245,0.2537342,0.037,0.0669761,1.513,1.6619275
1346,7,9,2019,0.23,0.3474976,0.249,0.2493356,0.033,0.0634208,1.471,1.6049927
1347,8,9,2019,0.255,0.3458772,0.292,0.2493853,0.035,0.0613864,1.551,1.618805
1348,9,9,2019,0.328,0.3470247,0.317,0.2482654,0.034,0.0597012,1.77,1.6458613
1349,10,9,2019,0.205,0.3404995,0.238,0.2443987,0.03,0.0572525,1.551,1.5735106
1350,11,9,2019,0.198,0.334742,0.225,0.2412994,0.027,0.0551449,1.398,1.5209918
1351,12,9,2019,0.178,0.3298365,0.214,0.2386331,0.026,0.0533017,1.288,1.4791213
1352,13,9,2019,0.163,0.3256331,0.21,0.2363273,0.025,0.0516663,1.186,1.444508
1353,14,9,2019,0.158,0.3220106,0.203,0.2343226,0.024,0.0501961,1.099,1.4150823
1354,15,9,2019,0.155,0.3188706,0.196,0.23257,0.024,0.0488588,1.077,1.3894975
1355,16,9,2019,0.16,0.3161329,0.186,0.2310293,0.024,0.0476298,1.007,1.3668364
1356,17,9,2019,0.144,0.3137317,0.195,0.2296669,0.024,0.0464901,0.976,1.3464519
1357,18,9,2019,0.135,0.3116127,0.175,0.228455,0.021,0.0454249,0.955,1.327875
1358,19,9,2019,0.148,0.3097314,0.208,0.2273704,0.021,0.0444225,1.018,1.3107583
1359,20,9,2019,0.142,0.3080504,0.202,0.2263938,0.021,0.0434739,1.009,1.2948397
1360,21,9,2019,0.155,0.3065388,0.197,0.2255088,0.021,0.0425718,0.981,1.2799184
1361,22,9,2019,0.149,0.6570967,0.207,0.436686,0.035,0.1095541,1.141,2.7054352
1362,23,9,2019,0.971,0.4639786,0.736,0.3117212,0.225,0.0796159,5.176,2.2931029
1363,24,9,2019,0.176,0.3621573,0.245,0.2595753,0.039,0.0676694,2.168,1.8676642
1364,25,9,2019,0.169,0.3360459,0.231,0.2396329,0.032,0.0613963,1.689,1.6450522
1365,26,9,2019,0.18,0.3177414,0.208,0.2316766,0.033,0.057282,1.436,1.5538648
1366,27,9,2019,0.151,0.3145538,0.19,0.2298758,0.027,0.0540025,1.384,1.4801868
1367,28,9,2019,0.154,0.3117472,0.194,0.2282677,0.036,0.0510533,1.396,1.4240335
1368,29,9,2019,0.142,0.3092085,0.189,0.2268048,0.025,0.0485873,1.167,1.3788114
1369,30,9,2019,0.13,0.3069881,0.181,0.2255109,0.023,0.0465341,1.025,1.3425596
1370,1,10,2019,0.165,0.3180069,0.212,0.248537,0.041,0.0858522,1.112,1.940967
1371,2,10,2019,0.565,0.3808877,0.422,0.2904664,0.133,0.1046023,3.506,2.5745796
1372,3,10,2019,0.245,0.3253609,0.309,0.2370415,0.063,0.0845927,3.333,2.2343468
1373,4,10,2019,,0.3116155,0.258,0.2306267,0.041,0.0754848,2.068,1.9039899
1374,5,10,2019,,0.3176425,0.278,0.2344336,0.038,0.0698585,1.808,1.7954093
1375,6,10,2019,,0.3503262,0.307,0.2535059,0.036,0.0678467,1.702,1.8653073
1376,7,10,2019,,0.3279444,0.324,0.2345116,0.072,0.0674124,2.302,1.8429794
1377,8,10,2019,0.201,0.3089015,0.243,0.2273668,0.041,0.0605413,2.262,1.6503548
1378,9,10,2019,1.067,0.9579224,0.937,0.7722953,0.4,0.2228406,6.206,4.8018389
1379,10,10,2019,0.492,0.4736312,0.457,0.330491,0.378,0.2253652,9.294,4.7751551
1380,11,10,2019,0.27,0.3772769,0.279,0.2863141,0.153,0.1673799,4.515,3.2867246
1381,12,10,2019,0.238,0.3618364,0.233,0.2745518,0.101,0.1318202,3.104,2.6442181
1382,13,10,2019,0.222,0.3496927,0.213,0.264942,0.077,0.1083399,2.464,2.2596471
1383,14,10,2019,0.212,0.3398987,0.202,0.25702,0.067,0.0921603,2.072,2.0076361
1384,15,10,2019,0.721,0.9474677,0.448,0.6239076,0.251,0.2205792,3.655,4.5057508
1385,16,10,2019,0.642,0.59208,0.564,0.3802214,0.34,0.2395912,8.326,4.8762377
1386,17,10,2019,0.323,0.4816082,0.311,0.3362417,0.172,0.1839712,4.546,3.607534
1387,18,10,2019,0.498,1.3410942,0.381,0.7874851,0.196,0.260205,4.539,5.4257833
1388,19,10,2019,4.026,2.2884781,2.198,1.1794517,0.911,0.4140827,16.539,8.7105749
1389,20,10,2019,1.502,1.888998,0.903,0.9032958,0.583,0.3726505,10.239,8.2427517
1390,21,10,2019,1.358,2.3356819,0.729,1.2996361,0.635,0.5287371,8.305,10.2037284
1391,22,10,2019,1.474,2.0797087,0.986,1.1268229,0.876,0.5209512,12.521,10.71378
1392,23,10,2019,0.956,1.5497854,0.594,0.8987781,0.512,0.3439491,7.825,7.4701515
1393,24,10,2019,0.767,1.2581734,0.46,0.756862,0.354,0.247417,5.875,5.7183515
1394,25,10,2019,0.625,1.0542253,0.389,0.65191,0.245,0.1894607,4.708,4.610859
1395,26,10,2019,0.566,0.9014635,0.359,0.56891,0.198,0.1522918,4.018,3.8464806
1396,27,10,2019,0.524,0.7853229,0.349,0.5042379,0.17,0.1273676,3.58,3.3054567
1397,28,10,2019,0.516,0.9128342,0.339,0.6419432,0.166,0.1983698,3.458,4.5323853
1398,29,10,2019,0.885,1.1340209,0.672,0.8242128,0.439,0.2810813,7.584,6.6304596
1399,30,10,2019,0.63,1.0365489,0.501,0.7681471,0.334,0.2685726,6.406,6.2928317
1400,31,10,2019,0.579,0.8789582,0.419,0.6555633,0.273,0.2211504,5.078,5.1824671
1401,1,11,2019,0.603,0.9255565,0.401,0.6542895,0.268,0.2605754,4.691,5.5308698
1402,2,11,2019,1.172,1.4945816,0.57,0.8962008,0.799,0.5737293,10.069,10.6077342
1403,3,11,2019,1.898,2.4134797,0.81,1.372996,1.825,1.0955112,28.06,20.6793226
1404,4,11,2019,2.019,2.4793143,0.944,1.4075326,1.55,1.2837226,26.795,25.2066353
1405,5,11,2019,1.436,2.380191,0.957,1.4898828,1.573,1.2025682,24.498,23.83379
1406,6,11,2019,1.527,2.0609775,1.062,1.3519488,1.797,1.1524025,30.637,22.1946655
1407,7,11,2019,1.17,1.7094435,0.775,1.160885,1.218,0.9754888,19.355,19.4088252
1408,8,11,2019,1.426,1.9384491,0.904,1.3285006,1.356,0.8057588,20.288,16.3355047
1409,9,11,2019,1.194,1.742006,0.788,1.1923513,0.979,0.6008212,14.238,12.8170301
1410,10,11,2019,1.025,1.3853866,0.651,0.9759342,0.726,0.4079056,10.619,9.1679782
1411,11,11,2019,0.909,1.1909557,0.57,0.8519381,0.539,0.3083385,8.615,7.2767554
1412,12,11,2019,0.864,1.0552838,0.539,0.7627307,0.446,0.2532798,8.043,6.2485399
1413,13,11,2019,0.804,0.9195817,0.51,0.6675577,0.362,0.2060611,7.15,5.2761371
1414,14,11,2019,0.774,0.8192955,0.467,0.5937268,0.307,0.1740675,6.383,4.5440273
1415,15,11,2019,0.82,0.8654567,0.524,0.6283158,0.293,0.1867308,6.318,4.7481897
1416,16,11,2019,0.702,0.8311966,0.45,0.5932602,0.242,0.188722,5.816,4.806864
1417,17,11,2019,0.934,1.1783126,0.563,0.7919091,0.248,0.2553738,6.262,6.4264135
1418,18,11,2019,1.243,1.5393713,0.93,1.0486285,0.387,0.4085092,9.641,9.8340015
1419,19,11,2019,1.015,1.3267914,0.787,0.9625442,0.394,0.4021994,9.789,9.716759
1420,20,11,2019,0.899,1.0844549,0.64,0.8278185,0.412,0.3082551,8.082,7.4345722
1421,21,11,2019,0.846,0.9244451,0.568,0.7235025,0.501,0.244137,7.457,5.9927271
1422,22,11,2019,0.795,0.8057844,0.538,0.6417799,0.641,0.2361238,7.266,5.3589883
1423,23,11,2019,0.771,0.7160494,0.51,0.5784376,0.566,0.2254229,6.893,5.1355381
1424,24,11,2019,0.696,0.6456844,0.463,0.5170963,0.411,0.1842681,5.904,4.1489871
1425,25,11,2019,0.661,0.5901371,0.441,0.4675891,0.33,0.1570089,5.239,3.5699856
1426,26,11,2019,0.645,0.545778,0.421,0.4280551,0.277,0.1380419,4.807,3.1880469
1427,27,11,2019,1.084,0.9266582,0.743,0.742582,1.014,0.4631876,13.441,8.4557298
1428,28,11,2019,1.823,1.9653944,1.085,1.345501,1.439,1.0329808,22.778,19.1180923
1429,29,11,2019,3.208,2.6278817,1.625,1.7394186,1.768,1.4935752,35.523,27.0232136
1430,30,11,2019,2.235,2.2550869,1.347,1.5596516,1.283,1.1346934,23.107,23.5215266
1431,1,12,2019,1.823,2.209583,1.039,1.4965749,1.091,0.9670167,16.286,18.837151
1432,2,12,2019,1.721,1.9867499,0.987,1.3330273,1.033,0.7961269,16.184,17.2582562
1433,3,12,2019,1.445,1.5675696,0.823,1.087832,0.773,0.50749,11.519,11.3603019
1434,4,12,2019,1.275,1.2966459,0.75,0.9121074,0.608,0.3593385,9.383,8.5099874
1435,5,12,2019,1.131,1.0993331,0.688,0.7796639,0.479,0.2748368,7.97,6.8582272
1436,6,12,2019,1.057,0.9675675,0.616,0.6853818,0.395,0.235891,6.959,5.6978039
1437,7,12,2019,0.968,0.8671652,0.573,0.6098588,0.338,0.1964011,6.311,4.8445654
1438,8,12,2019,0.906,0.7705247,0.543,0.5448807,0.291,0.1695258,5.74,4.23894
1439,9,12,2019,1.196,1.2813908,0.664,0.8690086,0.528,0.3804243,8.126,7.7505732
1440,10,12,2019,1.248,1.3289603,0.718,0.8848955,0.691,0.46347,13.588,10.2718331
1441,11,12,2019,1.167,1.1837047,0.648,0.780851,0.548,0.3437762,9.267,8.0382178
1442,12,12,2019,1.367,1.1901894,0.744,0.7584298,0.546,0.2841486,11.083,7.3904743
1443,13,12,2019,3.507,2.0894583,1.508,1.3272626,0.858,0.5037855,19.553,12.4344639
1444,14,12,2019,2.867,2.340908,1.453,1.494966,1.5,0.9253388,29.577,20.9970863
1445,15,12,2019,2.039,1.8710426,1.117,1.2194103,1.603,0.6589187,30.11,16.3978167
1446,16,12,2019,1.631,1.5020314,0.967,1.0020887,1.07,0.4420494,16.753,11.2503313
1447,17,12,2019,1.428,1.2489591,0.817,0.8462482,0.81,0.3238295,11.728,8.1777302
1448,18,12,2019,1.256,1.0651967,0.681,0.729312,0.605,0.2534299,9.905,6.464047
1449,19,12,2019,1.184,0.9264611,0.635,0.639402,0.481,0.2086189,8.585,5.3703245
1450,20,12,2019,1.731,1.7139429,0.813,1.1060076,0.777,0.4951012,13.083,10.2243918
1451,21,12,2019,3.579,2.5024639,1.856,1.7190724,1.724,1.2354602,40.554,24.0697176
1452,22,12,2019,3.761,3.0254118,1.918,2.1026803,1.869,1.6565341,45.703,32.8504658
1453,23,12,2019,3.827,2.866139,1.853,1.8972568,1.417,1.2067881,36.011,26.3017565
1454,24,12,2019,4.103,3.1358464,1.84,1.9468177,1.234,0.897784,25.202,20.3928801
1455,25,12,2019,3.086,2.7918266,1.578,1.7198598,1.044,0.6858196,20.458,16.6981017
1456,26,12,2019,2.233,2.0248801,1.187,1.3724548,0.775,0.4633359,14.353,11.5051285
1457,27,12,2019,3.933,2.5609418,1.611,1.632097,1.088,0.6568079,27.014,14.9862965
1458,28,12,2019,2.84,2.5062264,1.475,1.5490085,0.927,0.6654426,19.586,16.7263513
1459,29,12,2019,2.173,1.8785966,1.14,1.2501409,0.697,0.4511978,13.954,11.3913717
1460,30,12,2019,1.856,1.5368577,1.011,1.0426229,0.531,0.334482,11.496,8.8930279
1461,31,12,2019,1.647,1.2918912,0.902,0.8874668,0.416,0.2647767,9.674,7.2864947
1462,1,1,2020,1.495,1.1087753,0.834,0.7685843,0.34,0.2202456,8.777,5.9874543
1463,2,1,2020,1.382,0.9685562,0.777,0.676048,0.29,0.1902302,8.18,5.1315438
1464,3,1,2020,1.291,0.8593955,0.738,0.6031697,0.244,0.1691521,7.595,4.5345054
1465,4,1,2020,1.201,0.7733457,0.696,0.5452293,0.216,0.1537019,7.109,4.0932348
1466,5,1,2020,1.147,0.7048275,0.659,0.4987896,0.187,0.1419184,6.653,3.7361413
1467,6,1,2020,1.114,0.6498044,0.632,0.4613046,0.17,0.1327022,6.303,3.456878
1468,7,1,2020,1.067,0.6052908,0.604,0.4308556,0.156,0.1252917,5.957,3.2343335
1469,8,1,2020,1.017,0.5690406,0.577,0.405978,0.147,0.1191793,5.653,3.0536741
1470,9,1,2020,1.0,0.5402867,0.565,0.3855557,0.14,0.1140204,5.455,2.9045917
1471,10,1,2020,0.986,0.5204578,0.56,0.3689264,0.14,0.1109541,5.42,2.8092817
1472,11,1,2020,0.892,0.50144,0.524,0.3549553,0.125,0.1087349,5.045,2.7499264
1473,12,1,2020,0.888,0.483407,0.518,0.3432352,0.118,0.1046911,4.859,2.6448826
1474,13,1,2020,0.876,0.4683211,0.526,0.3334237,0.111,0.1011203,4.701,2.5540798
1475,14,1,2020,0.857,0.4556699,0.494,0.3251729,0.105,0.0979182,4.565,2.4752989
1476,15,1,2020,0.819,0.445008,0.475,0.3182031,0.097,0.0950082,4.388,2.4061094
1477,16,1,2020,0.771,0.4359782,0.463,0.3122889,0.089,0.0923336,4.204,2.3446526
1478,17,1,2020,0.902,0.5193059,0.549,0.3955469,0.107,0.1335162,4.522,3.3188868
1479,18,1,2020,0.917,0.6592735,0.609,0.4921164,0.134,0.1668569,5.658,4.590226
1480,19,1,2020,0.797,0.5880503,0.511,0.4445555,0.107,0.1459655,4.832,3.8844403
1481,20,1,2020,0.768,0.5505791,0.479,0.4154513,0.089,0.1301012,4.286,3.4387912
1482,21,1,2020,0.751,0.5213098,0.463,0.3920757,0.081,0.1183816,3.988,3.1245516
1483,22,1,2020,0.746,0.4979327,0.446,0.3731019,0.081,0.1094483,3.987,2.9382209
1484,23,1,2020,0.732,0.4789832,0.445,0.357571,0.075,0.1024433,3.864,2.7536808
1485,24,1,2020,0.705,0.4634507,0.435,0.3447676,0.075,0.0979225,3.796,2.5996728
1486,25,1,2020,0.682,0.450603,0.429,0.3341845,0.074,0.0935312,3.733,2.4771464
1487,26,1,2020,0.685,0.447571,0.43,0.3303772,0.073,0.0893535,3.697,2.3796551
1488,27,1,2020,0.706,0.4646518,0.439,0.3348749,0.074,0.0908527,3.695,2.4324686
1489,28,1,2020,1.426,1.0408632,0.721,0.6385944,0.302,0.1960567,6.858,4.9490239
1490,29,1,2020,2.844,1.766545,1.129,1.0339031,0.573,0.3233275,12.021,8.3951948
1491,30,1,2020,1.914,1.8500625,0.843,1.0547328,0.517,0.3684678,11.943,9.4356538
1492,31,1,2020,1.93,1.5165718,0.774,0.8922185,0.539,0.3143739,11.71,8.5103732
1493,1,2,2020,1.581,1.2536801,0.646,0.7669043,0.424,0.2838816,9.848,7.3566915
1494,2,2,2020,2.103,2.0001135,0.751,1.1517949,0.654,0.6038901,12.307,13.022849
1495,3,2,2020,2.976,2.0089256,0.969,1.1345536,0.992,0.6534226,23.721,15.7712045
1496,4,2,2020,2.144,2.1840055,0.965,1.3275366,0.84,0.5754323,14.419,13.0363175
1497,5,2,2020,1.851,1.9780776,0.894,1.2221764,0.658,0.4898212,11.505,11.5636151
1498,6,2,2020,,1.5573536,0.782,1.0018998,0.508,0.3500804,9.628,8.4911055
1499,7,2,2020,,1.2954043,0.709,0.8515558,0.411,0.2631352,8.272,6.6754391
1500,8,2,2020,,1.1070516,0.66,0.7392388,0.343,0.2094888,7.496,5.5476388
1501,9,2,2020,,0.9657286,0.597,0.652945,0.296,0.1744387,6.634,4.760217
1502,10,2,2020,,0.9168185,0.615,0.6098523,0.388,0.190776,6.962,4.7733199
1503,11,2,2020,,1.0989204,0.634,0.6858678,0.398,0.2297018,7.693,5.838626
1504,12,2,2020,1.115,1.065237,0.593,0.6763525,0.362,0.2078841,7.235,5.5395645
1505,13,2,2020,1.273,1.9730561,0.648,1.3109121,0.495,0.333987,7.56,8.0736736
1506,14,2,2020,3.282,2.3430599,1.893,1.6315443,1.171,0.5000799,21.26,11.7520555
1507,15,2,2020,1.981,1.8825146,1.222,1.4043144,0.747,0.4242962,12.603,10.2616941
1508,16,2,2020,1.643,1.4934173,0.939,1.1417961,0.551,0.3067136,9.735,7.6324511
1509,17,2,2020,1.52,1.6745828,0.865,1.3393044,0.688,0.4936386,9.068,10.1261132
1510,18,2,2020,1.925,1.6182589,1.189,1.3107975,1.029,0.5350518,16.137,11.9055468
